ID;createdAt;createdBy;modifiedAt;modifiedBy;name;email;role;active;availabilityPercent;teamId;avatarUrl;identityProvider
"96bcfe38-8cbb-4940-9b0b-8fc4ecf3ed67";"2026-04-23T02:08:34Z";"system";"2026-06-18T09:30:21Z";"system";"Lavonne Parisian";"Maddison.Gutmann@yahoo.com";"CONSULTANT_TECHNIQUE";true;65;"TEAM_HAT5";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/83.jpg";XSUAA
"d99ce562-4c57-4436-a841-f2394b4bf61b";"2025-12-21T22:02:15Z";"system";"2026-06-18T09:36:25Z";"system";"Sarah Schneider";"Gilda_Sporer@gmail.com";"CONSULTANT_TECHNIQUE";true;35;"TEAM_KQFR";"https://avatars.githubusercontent.com/u/22740320";XSUAA
"80b1f6d4-b5db-4516-85ca-c0894fe1b5f4";"2025-07-09T04:59:59Z";"system";"2026-06-18T07:58:09Z";"system";"Hazel Schmitt";"Corey.Effertz-Osinski82@hotmail.com";"CONSULTANT_TECHNIQUE";true;64;"TEAM_96X1";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/16.jpg";XSUAA
"8cb37710-7f95-4d19-adc2-2079d7af2fb6";"2026-05-09T16:22:18Z";"system";"2026-06-17T17:53:36Z";"system";"Mabel Marquardt";"Emelie95@yahoo.com";"CONSULTANT_TECHNIQUE";true;76;"TEAM_XATM";"https://avatars.githubusercontent.com/u/59524584";XSUAA
"3d686541-80e7-45f7-b4b3-afec6c74a628";"2026-05-06T11:10:37Z";"system";"2026-06-18T02:51:57Z";"system";"Ms. Elva Bauch";"Sheldon.Gleichner@gmail.com";"CONSULTANT_TECHNIQUE";true;75;"TEAM_A83S";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/98.jpg";XSUAA
"14591487-392a-40b0-bb95-b2d067b70a31";"2025-09-14T13:41:08Z";"system";"2026-06-18T06:58:18Z";"system";"Vilma Oberbrunner";"Edyth_Thiel@yahoo.com";"CONSULTANT_TECHNIQUE";true;25;"TEAM_KSV9";"https://avatars.githubusercontent.com/u/1316893";XSUAA
"1d1247b7-c363-41b5-b80f-483e2a0c22c4";"2025-08-24T12:16:16Z";"system";"2026-06-18T11:02:35Z";"system";"Mrs. Joyce Stark";"Travon14@yahoo.com";"CONSULTANT_TECHNIQUE";true;41;"TEAM_17ID";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/male/512/69.jpg";XSUAA
"6e4ddc3f-d0f8-4339-8ee1-15b869e8a005";"2025-11-02T16:53:37Z";"system";"2026-06-18T00:46:09Z";"system";"Barton Ziemann III";"Omer.Schneider81@hotmail.com";"CONSULTANT_TECHNIQUE";true;16;"TEAM_9DNP";"https://avatars.githubusercontent.com/u/10625337";XSUAA
"d4920512-b334-482f-afe0-0dd39b493520";"2025-10-29T16:32:26Z";"system";"2026-06-17T17:43:04Z";"system";"Mr. Bryan Howell-Altenwerth";"Jarrett.Upton65@gmail.com";"CONSULTANT_TECHNIQUE";true;17;"TEAM_GCPX";"https://avatars.githubusercontent.com/u/72499082";XSUAA
"91ac5320-6925-4512-9558-d1a2c1c1cbf0";"2025-09-07T00:26:15Z";"system";"2026-06-17T19:05:24Z";"system";"Omar Anderson III";"Demetrius.Kovacek22@hotmail.com";"CONSULTANT_TECHNIQUE";true;57;"TEAM_B9G2";"https://avatars.githubusercontent.com/u/73426906";XSUAA
"7ca5b4ca-daff-4b52-9f15-456963a0e548";"2025-12-13T00:32:40Z";"system";"2026-06-17T15:34:16Z";"system";"Joey Little";"Jett97@hotmail.com";"CONSULTANT_TECHNIQUE";true;94;"TEAM_DEKG";"https://avatars.githubusercontent.com/u/37936682";XSUAA
"efc28af2-0bfe-4572-af0a-23a3e2080af9";"2025-10-08T01:17:45Z";"system";"2026-06-17T16:51:38Z";"system";"Megan Becker-Tremblay Sr.";"Sean58@gmail.com";"CONSULTANT_TECHNIQUE";true;59;"TEAM_P6TP";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/70.jpg";XSUAA
"c4680fd8-2d51-4a7a-9363-a0a0b9de4047";"2026-01-18T11:03:30Z";"system";"2026-06-18T14:35:25Z";"system";"Ronnie Boyle";"Delia9@hotmail.com";"CONSULTANT_TECHNIQUE";true;93;"TEAM_VAGT";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/48.jpg";XSUAA
"933caeb1-5ddc-43a4-b61b-a244329bc207";"2025-12-31T07:57:34Z";"system";"2026-06-18T02:28:21Z";"system";"Christina Murray";"Christy79@yahoo.com";"CONSULTANT_TECHNIQUE";true;58;"TEAM_ECQ5";"https://avatars.githubusercontent.com/u/54988869";XSUAA
"1fdf5fee-296c-4a4a-b3a9-1f7da95fb44b";"2025-08-15T16:08:26Z";"system";"2026-06-18T14:35:59Z";"system";"Calvin Kiehn";"Felipe.Wunsch77@yahoo.com";"CONSULTANT_TECHNIQUE";true;18;"TEAM_H7VU";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/male/512/30.jpg";XSUAA
"b528d16c-d7c9-43fa-bfb8-15dd469d6a8e";"2026-04-07T13:02:22Z";"system";"2026-06-18T07:08:18Z";"system";"Ms. Yasmeen Volkman";"Stephany89@hotmail.com";"CONSULTANT_TECHNIQUE";true;24;"TEAM_1EEN";"https://avatars.githubusercontent.com/u/50900241";XSUAA
"976d9b1d-5564-4da7-88f0-3a82a651e573";"2025-11-10T22:34:25Z";"system";"2026-06-17T19:09:30Z";"system";"Dr. Garfield Beahan";"Tobin_Jacobs@gmail.com";"CONSULTANT_TECHNIQUE";true;59;"TEAM_2ALU";"https://avatars.githubusercontent.com/u/80899144";XSUAA
"2b6550ac-9fcf-4ff0-aa22-c62f3ee8b702";"2026-03-18T20:06:10Z";"system";"2026-06-18T02:34:11Z";"system";"Rene Kerluke";"Kelsie20@gmail.com";"CONSULTANT_TECHNIQUE";true;24;"TEAM_9HFV";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/54.jpg";XSUAA
"be7b9789-e288-47de-8cb4-85b554c27e3e";"2025-11-18T00:08:15Z";"system";"2026-06-17T22:32:38Z";"system";"Annalise Hessel";"Cheyenne44@yahoo.com";"CONSULTANT_TECHNIQUE";true;71;"TEAM_KXJI";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/25.jpg";XSUAA
"1f99461a-3032-43ef-9a16-9cd881606d5a";"2025-06-25T18:17:59Z";"system";"2026-06-18T12:41:45Z";"system";"Ira Feeney";"Jarret_Schoen84@hotmail.com";"CONSULTANT_TECHNIQUE";true;87;"TEAM_I8ZG";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/69.jpg";XSUAA
"d7469bf8-4aea-472c-98e1-2969c17945ca";"2025-07-04T23:15:27Z";"system";"2026-06-18T06:23:06Z";"system";"Dr. Guadalupe Gleason";"Leticia_Gorczany@yahoo.com";"CONSULTANT_TECHNIQUE";true;11;"TEAM_3MRD";"https://avatars.githubusercontent.com/u/95967548";XSUAA
"c3e4cd34-70e4-40c3-9e40-4180bc143d29";"2025-07-22T09:54:04Z";"system";"2026-06-18T00:33:56Z";"system";"Alivia Bailey";"Jillian.Mante-Cormier89@gmail.com";"CONSULTANT_TECHNIQUE";true;93;"TEAM_S5BF";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/20.jpg";XSUAA
"b9d99b19-0117-4ec7-bc9d-d3def06ee475";"2025-12-30T14:42:29Z";"system";"2026-06-17T15:56:15Z";"system";"Baron Hartmann";"Odell.Lubowitz@gmail.com";"CONSULTANT_TECHNIQUE";true;83;"TEAM_9BUA";"https://avatars.githubusercontent.com/u/35594101";XSUAA
"b8eef700-490c-42ee-afa6-4a7af26e1369";"2025-08-17T03:20:29Z";"system";"2026-06-17T23:06:48Z";"system";"Hayden Ward IV";"Noel_Howell4@yahoo.com";"CONSULTANT_TECHNIQUE";true;15;"TEAM_BGNR";"https://avatars.githubusercontent.com/u/37522253";XSUAA
"d3742584-ad69-4373-aee2-c05b4299fc5c";"2025-12-15T09:25:43Z";"system";"2026-06-17T17:42:44Z";"system";"Mr. Nayeli Ortiz";"Noel99@gmail.com";"CONSULTANT_TECHNIQUE";true;87;"TEAM_DYOM";"https://avatars.githubusercontent.com/u/16851971";XSUAA
"b2b11eec-5c8f-44fc-b25f-1f729df9f872";"2025-08-20T07:59:58Z";"system";"2026-06-18T02:46:54Z";"system";"Ara Borer";"Dawn.Daugherty@gmail.com";"CONSULTANT_TECHNIQUE";true;32;"TEAM_PJVD";"https://avatars.githubusercontent.com/u/31396373";XSUAA
"ef08ef2b-c439-434a-ab52-77f4b407c371";"2025-08-23T02:44:03Z";"system";"2026-06-17T21:46:42Z";"system";"Cecilia Bosco";"Jeffery.OHara23@hotmail.com";"CONSULTANT_TECHNIQUE";true;74;"TEAM_LNAD";"https://cdn.jsdelivr.net/gh/faker-js/assets-person-portrait/female/512/89.jpg";XSUAA
"1d782889-1c37-4f9e-bb39-c58ae3258539";"2026-02-01T06:51:07Z";"system";"2026-06-18T02:58:13Z";"system";"Moses Raynor";"Julianne.Nader@hotmail.com";"CONSULTANT_TECHNIQUE";true;18;"TEAM_QEEK";"https://avatars.githubusercontent.com/u/5610305";XSUAA
